Time (sec),Status,% of Drowsiness,Alert
225,Both eyes open,6,Driver Awake
225,Both eyes open,5,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
225,Both eyes open,4,Driver Awake
226,Both eyes open,4,Driver Awake
226,Both eyes open,4,Driver Awake
226,Both eyes open,4,Driver Awake
226,"Left eye open, right eye closed",4,Driver Awake
226,Both eyes open,4,Driver Awake
226,Both eyes open,4,Driver Awake
226,"Left eye open, right eye closed",4,Driver Awake
226,Both eyes open,4,Driver Awake
226,"Left eye open, right eye closed",4,Driver Awake
226,"Left eye open, right eye closed",4,Driver Awake
226,Both eyes closed,5,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes closed,6,Driver Awake
226,Both eyes closed,7,Driver Awake
226,Both eyes closed,7,Driver Awake
226,Both eyes closed,7,Driver Awake
226,"Left eye closed, right eye open",6,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes open,5,Driver Awake
226,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
227,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
228,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,5,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,4,Driver Awake
229,Both eyes open,3,Driver Awake
229,Both eyes open,2,Driver Awake
229,Both eyes open,1,Driver Awake
229,Both eyes open,0,Driver Awake
229,Both eyes open,0,Driver Awake
229,Both eyes open,0,Driver Awake
229,Both eyes open,0,Driver Awake
229,Both eyes open,0,Driver Awake
230,"Left eye open, right eye closed",0,Driver Awake
230,"Left eye open, right eye closed",0,Driver Awake
230,"Left eye open, right eye closed",0,Driver Awake
230,"Left eye open, right eye closed",0,Driver Awake
230,"Left eye open, right eye closed",0,Driver Awake
230,Both eyes open,0,Driver Awake
230,Both eyes closed,1,Driver Awake
230,Both eyes open,1,Driver Awake
230,Both eyes open,1,Driver Awake
230,Both eyes open,1,Driver Awake
230,"Left eye open, right eye closed",1,Driver Awake
230,Both eyes closed,2,Driver Awake
230,Both eyes closed,3,Driver Awake
230,Both eyes closed,4,Driver Awake
230,Both eyes closed,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
230,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
231,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
232,Both eyes open,5,Driver Awake
233,Both eyes open,5,Driver Awake
233,Both eyes open,5,Driver Awake
233,Both eyes open,5,Driver Awake
233,Both eyes open,5,Driver Awake
233,Both eyes open,5,Driver Awake
233,Both eyes open,5,Driver Awake
233,Both eyes open,5,Driver Awake
233,Both eyes open,5,Driver Awake
233,Both eyes open,5,Driver Awake
233,Both eyes open,5,Driver Awake
233,"Left eye open, right eye closed",5,Driver Awake
233,Both eyes closed,6,Driver Awake
233,Both eyes closed,7,Driver Awake
233,Both eyes closed,8,Driver Awake
233,Both eyes open,8,Driver Awake
233,Both eyes open,8,Driver Awake
233,Both eyes open,7,Driver Awake
233,Both eyes open,7,Driver Awake
233,Both eyes open,7,Driver Awake
233,Both eyes open,7,Driver Awake
233,Both eyes open,7,Driver Awake
233,Both eyes open,6,Driver Awake
233,Both eyes open,5,Driver Awake
233,Both eyes open,4,Driver Awake
233,Both eyes open,3,Driver Awake
233,Both eyes open,3,Driver Awake
233,Both eyes open,3,Driver Awake
233,Both eyes open,3,Driver Awake
233,Both eyes open,3,Driver Awake
233,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
234,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
235,Both eyes open,3,Driver Awake
236,"Left eye open, right eye closed",3,Driver Awake
236,Both eyes closed,4,Driver Awake
236,Both eyes closed,5,Driver Awake
236,Both eyes closed,6,Driver Awake
236,"Left eye open, right eye closed",6,Driver Awake
236,"Left eye open, right eye closed",6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,6,Driver Awake
236,Both eyes open,5,Driver Awake
236,Both eyes open,4,Driver Awake
236,Both eyes open,3,Driver Awake
236,Both eyes open,3,Driver Awake
236,Both eyes open,3,Driver Awake
236,Both eyes open,3,Driver Awake
236,Both eyes open,3,Driver Awake
236,Both eyes open,3,Driver Awake
236,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
237,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes open,3,Driver Awake
238,Both eyes closed,4,Driver Awake
238,Both eyes closed,5,Driver Awake
238,Both eyes closed,6,Driver Awake
238,Both eyes closed,7,Driver Awake
238,Both eyes open,7,Driver Awake
239,Both eyes open,7,Driver Awake
239,Both eyes open,7,Driver Awake
239,Both eyes open,7,Driver Awake
239,Both eyes open,7,Driver Awake
239,Both eyes open,7,Driver Awake
239,Both eyes open,7,Driver Awake
239,Both eyes open,7,Driver Awake
239,Both eyes open,7,Driver Awake
239,Both eyes open,7,Driver Awake
239,Both eyes open,7,Driver Awake
239,Both eyes open,7,Driver Awake
239,Both eyes open,6,Driver Awake
239,Both eyes open,5,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
239,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
240,Both eyes open,4,Driver Awake
241,Both eyes open,4,Driver Awake
241,Both eyes open,4,Driver Awake
241,Both eyes open,4,Driver Awake
241,Both eyes open,4,Driver Awake
241,Both eyes open,4,Driver Awake
241,Both eyes open,4,Driver Awake
241,Both eyes open,4,Driver Awake
241,Both eyes open,4,Driver Awake
241,Both eyes open,4,Driver Awake
241,Both eyes open,4,Driver Awake
241,Both eyes open,4,Driver Awake
241,Both eyes open,4,Driver Awake
241,Both eyes closed,5,Driver Awake
241,Both eyes closed,6,Driver Awake
